number,assigned_group,,,,,,,,,,,,,,
INC0453600,Integration Support,,,,,,,,,,,,,,
INC0448347,Integration Support,,,,,,,,,,,,,,
INC0455777,Integration Support,,,,,,,,,,,,,,
INC0459022,Integration Support,,,,,,,,,,,,,,
INC0459054,Integration Support,,,,,,,,,,,,,,
INC0462464,Integration Support,,,,,,,,,,,,,,
INC0462780,Integration Support,,,,,,,,,,,,,,
INC0457023,Integration Support,,,,,,,,,,,,,,
INC0465995,Integration Support,,,,,,,,,,,,,,
INC0467932,Integration Support,,,,,,,,,,,,,,
INC0467232,Integration Support,,,,,,,,,,,,,,
INC0471032,Integration Support,,,,,,,,,,,,,,
INC0472739,Integration Support,,,,,,,,,,,,,,
INC0472885,Integration Support,,,,,,,,,,,,,,
INC0475121,Integration Support,,,,,,,,,,,,,,
INC0477771,Integration Support,,,,,,,,,,,,,,
INC0479968,Integration Support,,,,,,,,,,,,,,
INC0482516,Integration Support,,,,,,,,,,,,,,
INC0480725,Integration Support,,,,,,,,,,,,,,
INC0483797,Integration Support,,,,,,,,,,,,,,
INC0484391,Integration Support,,,,,,,,,,,,,,
INC0469982,Integration Support,,,,,,,,,,,,,,
INC0491617,Integration Support,,,,,,,,,,,,,,
INC0493821,Integration Support,,,,,,,,,,,,,,
INC0492399,Integration Support,,,,,,,,,,,,,,
INC0484092,Integration Support,,,,,,,,,,,,,,
INC0468714,Collaboration Tools Support,,,,,,,,,,,,,,
INC0485964,Collaboration Tools Support,,,,,,,,,,,,,,
INC0487329,Collaboration Tools Support,,,,,,,,,,,,,,
INC0480843,Collaboration Tools Support,,,,,,,,,,,,,,
INC0486053,Collaboration Tools Support,,,,,,,,,,,,,,
INC0476249,Collaboration Tools Support,,,,,,,,,,,,,,
INC0484648,Collaboration Tools Support,,,,,,,,,,,,,,
INC0479354,Collaboration Tools Support,,,,,,,,,,,,,,
INC0488831,Collaboration Tools Support,,,,,,,,,,,,,,
INC0494934,Integration Support,,,,,,,,,,,,,,
INC0500140,Integration Support,,,,,,,,,,,,,,
INC0488199,Integration Support,,,,,,,,,,,,,,
INC0507464,Integration Support,,,,,,,,,,,,,,
INC0507850,Integration Support,,,,,,,,,,,,,,
INC0511148,Integration Support,,,,,,,,,,,,,,
INC0513389,Integration Support,,,,,,,,,,,,,,
INC0514389,Integration Support,,,,,,,,,,,,,,
INC0344125,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0349885,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0357611,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0385939,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0390255,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0393425,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0401424,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0408781,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0416575,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0442813,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0490331,Collaboration Tools Support,,,,,,,,,,,,,,
INC0490112,Collaboration Tools Support,,,,,,,,,,,,,,
INC0491059,Collaboration Tools Support,,,,,,,,,,,,,,
INC0495275,Collaboration Tools Support,,,,,,,,,,,,,,
INC0496015,Collaboration Tools Support,,,,,,,,,,,,,,
INC0497128,Collaboration Tools Support,,,,,,,,,,,,,,
INC0417232,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0428882,Lotus Notes Support,,,,,,,,,,,,,,
INC0426320,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0122291,Collaboration Tools Support,,,,,,,,,,,,,,
INC0432634,Integration Support,,,,,,,,,,,,,,
INC0429940,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0444615,Collaboration Tools Support,,,,,,,,,,,,,,
INC0451656,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0450004,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0466159,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0468412,Collaboration Tools Support,,,,,,,,,,,,,,
INC0508835,3rd Party Application Support,,,,,,,,,,,,,,
INC0121286,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0121400,Integration Support,,,,,,,,,,,,,,
INC0121727,Lotus Notes Support,,,,,,,,,,,,,,
INC0121853,Integration Support,,,,,,,,,,,,,,
INC0121644,Collaboration Tools Support,,,,,,,,,,,,,,
INC0121849,Collaboration Tools Support,,,,,,,,,,,,,,
INC0121766,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0121841,Collaboration Tools Support,,,,,,,,,,,,,,
INC0121851,Lotus Notes Support,,,,,,,,,,,,,,
INC0121855,Collaboration Tools Support,,,,,,,,,,,,,,
INC0121861,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0122071,Collaboration Tools Support,,,,,,,,,,,,,,
INC0122191,Lotus Notes Support,,,,,,,,,,,,,,
INC0122410,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0122414,SAP Vistex Support,,,,,,,,,,,,,,
INC0122478,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0121950,Lotus Notes Support,,,,,,,,,,,,,,
INC0122436,Collaboration Tools Support,,,,,,,,,,,,,,
INC0122588,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0122989,Collaboration Tools Support,,,,,,,,,,,,,,
INC0122686,Collaboration Tools Support,,,,,,,,,,,,,,
INC0122815,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0121939,Collaboration Tools Support,,,,,,,,,,,,,,
INC0122446,Collaboration Tools Support,,,,,,,,,,,,,,
INC0122740,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0122747,Collaboration Tools Support,,,,,,,,,,,,,,
INC0123006,Integration Support,,,,,,,,,,,,,,
INC0123054,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0123119,Lotus Notes Support,,,,,,,,,,,,,,
INC0123126,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0123388,Integration Support,,,,,,,,,,,,,,
INC0121809,Manufacturing Application Support,,,,,,,,,,,,,,
INC0122582,Collaboration Tools Support,,,,,,,,,,,,,,
INC0122711,Collaboration Tools Support,,,,,,,,,,,,,,
INC0123150,Lotus Notes Support,,,,,,,,,,,,,,
INC0124004,Collaboration Tools Support,,,,,,,,,,,,,,
INC0140166,Collaboration Tools Support,,,,,,,,,,,,,,
INC0123383,Collaboration Tools Support,,,,,,,,,,,,,,
INC0123560,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0123573,Collaboration Tools Support,,,,,,,,,,,,,,
INC0123577,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0123617,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0121911,Lotus Notes Support,,,,,,,,,,,,,,
INC0122029,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0122737,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0123060,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0123233,Lotus Notes Support,,,,,,,,,,,,,,
INC0123955,Integration Support,,,,,,,,,,,,,,
INC0122526,Collaboration Tools Support,,,,,,,,,,,,,,
INC0122734,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0123749,3rd Party Application Support,,,,,,,,,,,,,,
INC0123844,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0123879,Filenet Support,,,,,,,,,,,,,,
INC0123885,Lotus Notes Support,,,,,,,,,,,,,,
INC0123904,Lotus Notes Support,,,,,,,,,,,,,,
INC0124025,Collaboration Tools Support,,,,,,,,,,,,,,
INC0124175,Lotus Notes Support,,,,,,,,,,,,,,
INC0124191,Integration Support,,,,,,,,,,,,,,
INC0123114,Collaboration Tools Support,,,,,,,,,,,,,,
INC0123905,Lotus Notes Support,,,,,,,,,,,,,,
INC0123909,Lotus Notes Support,,,,,,,,,,,,,,
INC0124198,Lotus Notes Support,,,,,,,,,,,,,,
INC0124243,Lotus Notes Support,,,,,,,,,,,,,,
INC0124260,Lotus Notes Support,,,,,,,,,,,,,,
INC0124331,Lotus Notes Support,,,,,,,,,,,,,,
INC0124686,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0124810,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0121933,Collaboration Tools Support,,,,,,,,,,,,,,
INC0122016,Collaboration Tools Support,,,,,,,,,,,,,,
INC0122176,Collaboration Tools Support,,,,,,,,,,,,,,
INC0123422,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0124760,Collaboration Tools Support,,,,,,,,,,,,,,
INC0124774,Collaboration Tools Support,,,,,,,,,,,,,,
INC0125090,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0125165,Integration Support,,,,,,,,,,,,,,
INC0125420,Integration Support,,,,,,,,,,,,,,
INC0125638,Lotus Notes Support,,,,,,,,,,,,,,
INC0123679,Collaboration Tools Support,,,,,,,,,,,,,,
INC0124820,Integration Support,,,,,,,,,,,,,,
INC0124833,Collaboration Tools Support,,,,,,,,,,,,,,
INC0124942,Collaboration Tools Support,,,,,,,,,,,,,,
INC0125026,Collaboration Tools Support,,,,,,,,,,,,,,
INC0125369,Integration Support,,,,,,,,,,,,,,
INC0125403,Microsoft Application Support,,,,,,,,,,,,,,
INC0140337,Collaboration Tools Support,,,,,,,,,,,,,,
INC0125725,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0125892,Integration Support,,,,,,,,,,,,,,
INC0123092,Collaboration Tools Support,,,,,,,,,,,,,,
INC0123734,Lotus Notes Support,,,,,,,,,,,,,,
INC0124312,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0124772,3rd Party Application Support,,,,,,,,,,,,,,
INC0124830,3rd Party Application Support,,,,,,,,,,,,,,
INC0125106,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0124667,Lotus Notes Support,,,,,,,,,,,,,,
INC0125835,Integration Support,,,,,,,,,,,,,,
INC0125921,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0125986,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0126163,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0121814,Collaboration Tools Support,,,,,,,,,,,,,,
INC0121848,Collaboration Tools Support,,,,,,,,,,,,,,
INC0124490,Lotus Notes Support,,,,,,,,,,,,,,
INC0125091,Collaboration Tools Support,,,,,,,,,,,,,,
INC0125151,Collaboration Tools Support,,,,,,,,,,,,,,
INC0125552,Collaboration Tools Support,,,,,,,,,,,,,,
INC0126534,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0126565,Collaboration Tools Support,,,,,,,,,,,,,,
INC0126654,Lotus Notes Support,,,,,,,,,,,,,,
INC0126665,Integration Support,,,,,,,,,,,,,,
INC0128286,Collaboration Tools Support,,,,,,,,,,,,,,
INC0121869,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0122169,Collaboration Tools Support,,,,,,,,,,,,,,
INC0122218,Collaboration Tools Support,,,,,,,,,,,,,,
INC0122344,Collaboration Tools Support,,,,,,,,,,,,,,
INC0123047,Collaboration Tools Support,,,,,,,,,,,,,,
INC0123132,Collaboration Tools Support,,,,,,,,,,,,,,
INC0123226,Collaboration Tools Support,,,,,,,,,,,,,,
INC0123544,Collaboration Tools Support,,,,,,,,,,,,,,
INC0123654,Collaboration Tools Support,,,,,,,,,,,,,,
INC0123845,Collaboration Tools Support,,,,,,,,,,,,,,
INC0123997,Collaboration Tools Support,,,,,,,,,,,,,,
INC0124045,Collaboration Tools Support,,,,,,,,,,,,,,
INC0124112,Collaboration Tools Support,,,,,,,,,,,,,,
INC0124769,Collaboration Tools Support,,,,,,,,,,,,,,
INC0124852,Collaboration Tools Support,,,,,,,,,,,,,,
INC0125013,Collaboration Tools Support,,,,,,,,,,,,,,
INC0125054,Collaboration Tools Support,,,,,,,,,,,,,,
INC0125061,Collaboration Tools Support,,,,,,,,,,,,,,
INC0125138,Collaboration Tools Support,,,,,,,,,,,,,,
INC0125148,Collaboration Tools Support,,,,,,,,,,,,,,
INC0125423,Collaboration Tools Support,,,,,,,,,,,,,,
INC0125705,Collaboration Tools Support,,,,,,,,,,,,,,
INC0125823,Collaboration Tools Support,,,,,,,,,,,,,,
INC0125861,Collaboration Tools Support,,,,,,,,,,,,,,
INC0126016,Hire to Retire - Non SAP HR Application Support,,,,,,,,,,,,,,
INC0126456,Collaboration Tools Support,,,,,,,,,,,,,,
INC0126035,Collaboration Tools Support,,,,,,,,,,,,,,
INC0126172,Collaboration Tools Support,,,,,,,,,,,,,,
INC0126217,Collaboration Tools Support,,,,,,,,,,,,,,
INC0126261,Collaboration Tools Support,,,,,,,,,,,,,,
INC0127311,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0127402,Collaboration Tools Support,,,,,,,,,,,,,,
INC0127432,Filenet Support,,,,,,,,,,,,,,
INC0127593,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0126319,Collaboration Tools Support,,,,,,,,,,,,,,
INC0126343,Collaboration Tools Support,,,,,,,,,,,,,,
INC0126386,Collaboration Tools Support,,,,,,,,,,,,,,
INC0126538,Collaboration Tools Support,,,,,,,,,,,,,,
INC0126548,Collaboration Tools Support,,,,,,,,,,,,,,
INC0126550,Collaboration Tools Support,,,,,,,,,,,,,,
INC0126566,Collaboration Tools Support,,,,,,,,,,,,,,
INC0126572,Collaboration Tools Support,,,,,,,,,,,,,,
INC0126581,Collaboration Tools Support,,,,,,,,,,,,,,
INC0126598,Collaboration Tools Support,,,,,,,,,,,,,,
INC0127786,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0128638,Lotus Notes Support,,,,,,,,,,,,,,
INC0126637,Collaboration Tools Support,,,,,,,,,,,,,,
INC0126643,Collaboration Tools Support,,,,,,,,,,,,,,
INC0126648,Collaboration Tools Support,,,,,,,,,,,,,,
INC0126655,Collaboration Tools Support,,,,,,,,,,,,,,
INC0126690,Collaboration Tools Support,,,,,,,,,,,,,,
INC0126714,Collaboration Tools Support,,,,,,,,,,,,,,
INC0126754,Collaboration Tools Support,,,,,,,,,,,,,,
INC0127017,Hire to Retire - Non SAP HR Application Support,,,,,,,,,,,,,,
INC0126782,Collaboration Tools Support,,,,,,,,,,,,,,
INC0126836,Collaboration Tools Support,,,,,,,,,,,,,,
INC0126848,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0126852,Collaboration Tools Support,,,,,,,,,,,,,,
INC0127202,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0127240,Collaboration Tools Support,,,,,,,,,,,,,,
INC0126876,Collaboration Tools Support,,,,,,,,,,,,,,
INC0126895,Lotus Notes Support,,,,,,,,,,,,,,
INC0126924,Collaboration Tools Support,,,,,,,,,,,,,,
INC0126957,Lotus Notes Support,,,,,,,,,,,,,,
INC0126997,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0127016,Collaboration Tools Support,,,,,,,,,,,,,,
INC0127056,Lotus Notes Support,,,,,,,,,,,,,,
INC0127065,3rd Party Application Support,,,,,,,,,,,,,,
INC0128519,Manufacturing Application Support,,,,,,,,,,,,,,
INC0128564,Collaboration Tools Support,,,,,,,,,,,,,,
INC0127075,Collaboration Tools Support,,,,,,,,,,,,,,
INC0127099,Collaboration Tools Support,,,,,,,,,,,,,,
INC0127253,Collaboration Tools Support,,,,,,,,,,,,,,
INC0127281,Collaboration Tools Support,,,,,,,,,,,,,,
INC0127304,Collaboration Tools Support,,,,,,,,,,,,,,
INC0127838,Collaboration Tools Support,,,,,,,,,,,,,,
INC0127893,Collaboration Tools Support,,,,,,,,,,,,,,
INC0127966,Collaboration Tools Support,,,,,,,,,,,,,,
INC0127974,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0127999,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0128002,Collaboration Tools Support,,,,,,,,,,,,,,
INC0128107,Collaboration Tools Support,,,,,,,,,,,,,,
INC0128125,Collaboration Tools Support,,,,,,,,,,,,,,
INC0128171,SAP Vistex Support,,,,,,,,,,,,,,
INC0128172,Collaboration Tools Support,,,,,,,,,,,,,,
INC0128175,Collaboration Tools Support,,,,,,,,,,,,,,
INC0128207,Lotus Notes Support,,,,,,,,,,,,,,
INC0128273,Collaboration Tools Support,,,,,,,,,,,,,,
INC0128412,Collaboration Tools Support,,,,,,,,,,,,,,
INC0128439,Collaboration Tools Support,,,,,,,,,,,,,,
INC0128442,Lotus Notes Support,,,,,,,,,,,,,,
INC0128452,Collaboration Tools Support,,,,,,,,,,,,,,
INC0128760,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0128839,Lotus Notes Support,,,,,,,,,,,,,,
INC0128950,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0129023,Collaboration Tools Support,,,,,,,,,,,,,,
INC0129048,Collaboration Tools Support,,,,,,,,,,,,,,
INC0129141,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0129150,Hire to Retire - Non SAP HR Application Support,,,,,,,,,,,,,,
INC0129173,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0129298,Collaboration Tools Support,,,,,,,,,,,,,,
INC0129319,Integration Support,,,,,,,,,,,,,,
INC0129362,Hire to Retire - Non SAP HR Application Support,,,,,,,,,,,,,,
INC0129399,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0129411,Collaboration Tools Support,,,,,,,,,,,,,,
INC0129565,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0129589,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0129658,Integration Support,,,,,,,,,,,,,,
INC0129852,Collaboration Tools Support,,,,,,,,,,,,,,
INC0129869,Integration Support,,,,,,,,,,,,,,
INC0129942,Collaboration Tools Support,,,,,,,,,,,,,,
INC0130277,Collaboration Tools Support,,,,,,,,,,,,,,
INC0130508,Collaboration Tools Support,,,,,,,,,,,,,,
INC0130510,Collaboration Tools Support,,,,,,,,,,,,,,
INC0130515,Lotus Notes Support,,,,,,,,,,,,,,
INC0130557,Collaboration Tools Support,,,,,,,,,,,,,,
INC0130592,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0130598,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0130638,Collaboration Tools Support,,,,,,,,,,,,,,
INC0131051,Manufacturing Application Support,,,,,,,,,,,,,,
INC0126529,Collaboration Tools Support,,,,,,,,,,,,,,
INC0127038,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0128009,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0128427,Collaboration Tools Support,,,,,,,,,,,,,,
INC0130986,Lotus Notes Support,,,,,,,,,,,,,,
INC0131100,Collaboration Tools Support,,,,,,,,,,,,,,
INC0131179,Filenet Support,,,,,,,,,,,,,,
INC0128644,Lotus Notes Support,,,,,,,,,,,,,,
INC0131221,Collaboration Tools Support,,,,,,,,,,,,,,
INC0131236,Integration Support,,,,,,,,,,,,,,
INC0128628,Collaboration Tools Support,,,,,,,,,,,,,,
INC0128960,Lotus Notes Support,,,,,,,,,,,,,,
INC0129746,Integration Support,,,,,,,,,,,,,,
INC0128646,Integration Support,,,,,,,,,,,,,,
INC0129948,Integration Support,,,,,,,,,,,,,,
INC0130336,Lotus Notes Support,,,,,,,,,,,,,,
INC0130585,Collaboration Tools Support,,,,,,,,,,,,,,
INC0130688,Lotus Notes Support,,,,,,,,,,,,,,
INC0131262,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0131241,Collaboration Tools Support,,,,,,,,,,,,,,
INC0131369,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0131562,SAP Vistex Support,,,,,,,,,,,,,,
INC0131598,SAP Vistex Support,,,,,,,,,,,,,,
INC0131808,Integration Support,,,,,,,,,,,,,,
INC0131869,Integration Support,,,,,,,,,,,,,,
INC0124285,Collaboration Tools Support,,,,,,,,,,,,,,
INC0128598,Collaboration Tools Support,,,,,,,,,,,,,,
INC0130461,Lotus Notes Support,,,,,,,,,,,,,,
INC0131212,Lotus Notes Support,,,,,,,,,,,,,,
INC0131625,Lotus Notes Support,,,,,,,,,,,,,,
INC0131844,Integration Support,,,,,,,,,,,,,,
INC0131891,Integration Support,,,,,,,,,,,,,,
INC0132063,SAP Vistex Support,,,,,,,,,,,,,,
INC0132199,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0132249,Integration Support,,,,,,,,,,,,,,
INC0121989,Lotus Notes Support,,,,,,,,,,,,,,
INC0132407,Manufacturing Application Support,,,,,,,,,,,,,,
INC0125803,Integration Support,,,,,,,,,,,,,,
INC0127080,Hire to Retire - Non SAP HR Application Support,,,,,,,,,,,,,,
INC0127278,Collaboration Tools Support,,,,,,,,,,,,,,
INC0128051,Collaboration Tools Support,,,,,,,,,,,,,,
INC0128974,Collaboration Tools Support,,,,,,,,,,,,,,
INC0129944,Collaboration Tools Support,,,,,,,,,,,,,,
INC0130725,Collaboration Tools Support,,,,,,,,,,,,,,
INC0131592,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0131715,Lotus Notes Support,,,,,,,,,,,,,,
INC0131740,Collaboration Tools Support,,,,,,,,,,,,,,
INC0132103,Collaboration Tools Support,,,,,,,,,,,,,,
INC0132033,Lotus Notes Support,,,,,,,,,,,,,,
INC0132151,Integration Support,,,,,,,,,,,,,,
INC0132381,Hire to Retire - Non SAP HR Application Support,,,,,,,,,,,,,,
INC0132388,Lotus Notes Support,,,,,,,,,,,,,,
INC0132490,SAP Vistex Support,,,,,,,,,,,,,,
INC0129943,Lotus Notes Support,,,,,,,,,,,,,,
INC0131247,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0131622,Lotus Notes Support,,,,,,,,,,,,,,
INC0131679,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0132605,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0132626,Lotus Notes Support,,,,,,,,,,,,,,
INC0132634,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0132671,SAP Vistex Support,,,,,,,,,,,,,,
INC0124436,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0132984,Integration Support,,,,,,,,,,,,,,
INC0133182,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0133205,Lotus Notes Support,,,,,,,,,,,,,,
INC0126667,Collaboration Tools Support,,,,,,,,,,,,,,
INC0129638,Collaboration Tools Support,,,,,,,,,,,,,,
INC0129752,Collaboration Tools Support,,,,,,,,,,,,,,
INC0130018,Lotus Notes Support,,,,,,,,,,,,,,
INC0130783,Lotus Notes Support,,,,,,,,,,,,,,
INC0131732,Collaboration Tools Support,,,,,,,,,,,,,,
INC0132164,3rd Party Application Support,,,,,,,,,,,,,,
INC0132736,Lotus Notes Support,,,,,,,,,,,,,,
INC0132778,Lotus Notes Support,,,,,,,,,,,,,,
INC0132934,Collaboration Tools Support,,,,,,,,,,,,,,
INC0133024,Collaboration Tools Support,,,,,,,,,,,,,,
INC0133031,Collaboration Tools Support,,,,,,,,,,,,,,
INC0127178,Hire to Retire - Non SAP HR Application Support,,,,,,,,,,,,,,
INC0128602,Hire to Retire - Non SAP HR Application Support,,,,,,,,,,,,,,
INC0129264,Lotus Notes Support,,,,,,,,,,,,,,
INC0132918,Lotus Notes Support,,,,,,,,,,,,,,
INC0133466,Integration Support,,,,,,,,,,,,,,
INC0132528,Integration Support,,,,,,,,,,,,,,
INC0133283,Integration Support,,,,,,,,,,,,,,
INC0133493,Integration Support,,,,,,,,,,,,,,
INC0133507,Integration Support,,,,,,,,,,,,,,
INC0128546,Collaboration Tools Support,,,,,,,,,,,,,,
INC0131025,Collaboration Tools Support,,,,,,,,,,,,,,
INC0130877,Collaboration Tools Support,,,,,,,,,,,,,,
INC0132232,Collaboration Tools Support,,,,,,,,,,,,,,
INC0132179,Collaboration Tools Support,,,,,,,,,,,,,,
INC0132734,Collaboration Tools Support,,,,,,,,,,,,,,
INC0132756,3rd Party Application Support,,,,,,,,,,,,,,
INC0132751,Collaboration Tools Support,,,,,,,,,,,,,,
INC0133496,SAP Vistex Support,,,,,,,,,,,,,,
INC0133599,Integration Support,,,,,,,,,,,,,,
INC0133631,Collaboration Tools Support,,,,,,,,,,,,,,
INC0133790,Manufacturing Application Support,,,,,,,,,,,,,,
INC0128971,Lotus Notes Support,,,,,,,,,,,,,,
INC0129276,Lotus Notes Support,,,,,,,,,,,,,,
INC0129493,Hire to Retire - Non SAP HR Application Support,,,,,,,,,,,,,,
INC0130288,Collaboration Tools Support,,,,,,,,,,,,,,
INC0131753,Collaboration Tools Support,,,,,,,,,,,,,,
INC0132091,Hire to Retire - Non SAP HR Application Support,,,,,,,,,,,,,,
INC0132088,Collaboration Tools Support,,,,,,,,,,,,,,
INC0133335,Lotus Notes Support,,,,,,,,,,,,,,
INC0133821,Lotus Notes Support,,,,,,,,,,,,,,
INC0133808,Lotus Notes Support,,,,,,,,,,,,,,
INC0133840,SAP Vistex Support,,,,,,,,,,,,,,
INC0134018,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0134040,SAP Vistex Support,,,,,,,,,,,,,,
INC0134118,Collaboration Tools Support,,,,,,,,,,,,,,
INC0130888,Collaboration Tools Support,,,,,,,,,,,,,,
INC0130468,Collaboration Tools Support,,,,,,,,,,,,,,
INC0133108,Collaboration Tools Support,,,,,,,,,,,,,,
